Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
5993,3/1/2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10003396,170,180,3,2
5994,3/7/2022,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,OFF-ST-10001558,50,60,5,4
5995,6/24/2023,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10004782,10,10,2,2
5996,11/9/2023,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003298,400,460,5,4
5997,10/29/2023,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10000576,350,390,4,5
5998,6/26/2022,Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Tables,FUR-TA-10003008,260,330,3,4
5999,11/12/2023,Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Furniture,Chairs,FUR-CH-10001708,280,340,3,3
6000,11/30/2023,Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,OFF-PA-10000019,20,30,4,5
6001,9/20/2022,Standard Class,Corporate,United States,Caldwell,Idaho,83605,West,Office Supplies,Paper,OFF-PA-10002222,90,90,4,2
6002,9/2/2022,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10002553,90,90,3,2
6003,10/8/2023,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10002103,10,10,2,2
6004,6/1/2022,Standard Class,Consumer,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10002794,10,10,1,3
6005,8/10/2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10002597,20,20,4,5
6006,3/3/2022,Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,FUR-CH-10003535,100,110,2,3
6007,1/12/2023,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Technology,Phones,TEC-PH-10001527,110,130,3,5
6008,4/30/2022,First Class,Corporate,United States,Florence,South Carolina,29501,South,Furniture,Furnishings,FUR-FU-10004006,110,130,3,2
6009,9/3/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000595,60,70,3,5
6010,3/21/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10000798,60,70,3,3
6011,4/8/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,TEC-MA-10004002,2240,2550,6,2
6012,6/29/2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,OFF-EN-10003296,230,270,3,4
6013,3/29/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,TEC-PH-10004345,260,290,3,3
6014,3/21/2023,First Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10004405,10,10,5,5
6015,4/25/2022,First Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002885,3790,4160,8,3
6016,10/23/2023,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10000747,80,90,2,4
6017,8/31/2022,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10001918,30,30,7,4
6018,5/24/2023,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10003309,20,20,3,4
6019,1/16/2022,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001977,50,60,1,3
6020,3/24/2023,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10002892,80,90,5,2
6021,4/25/2023,Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Office Supplies,Appliances,OFF-AP-10002222,20,20,2,4
6022,4/3/2023,Same Day,Consumer,United States,Kenner,Louisiana,70065,South,Technology,Accessories,TEC-AC-10000158,60,70,2,5
6023,6/7/2023,Standard Class,Consumer,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Envelopes,OFF-EN-10002600,10,10,3,2
6024,12/23/2023,First Class,Corporate,United States,Providence,Rhode Island,2908,East,Technology,Accessories,TEC-AC-10004855,60,70,2,3
6025,2/24/2022,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,OFF-AP-10000938,590,650,8,4
6026,3/29/2022,Second Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002195,10,10,2,4
6027,7/24/2023,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,OFF-FA-10002701,10,10,5,2
6028,5/15/2023,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,TEC-PH-10003589,60,70,5,2
6029,9/13/2023,First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,OFF-AR-10003752,20,20,2,5
6030,9/17/2023,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003829,10,10,3,5
6031,12/31/2022,Same Day,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,FUR-CH-10000155,200,240,1,2
6032,6/26/2023,Standard Class,Corporate,United States,Nashua,New Hampshire,3060,East,Furniture,Furnishings,FUR-FU-10003142,20,20,4,5
6033,3/16/2022,First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10001218,40,50,5,5
6034,9/22/2023,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10002963,20,20,3,3
6035,7/3/2023,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Appliances,OFF-AP-10002578,20,20,2,5
6036,3/1/2022,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,OFF-BI-10003925,270,310,4,2
6037,9/14/2022,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Furniture,Furnishings,FUR-FU-10003347,30,40,3,5
6038,7/3/2023,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Binders,OFF-BI-10000315,100,110,6,4
6039,7/12/2023,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Storage,OFF-ST-10002583,120,130,4,2
6040,4/19/2022,Standard Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Art,OFF-AR-10003469,10,10,3,5
6041,10/28/2022,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10001817,730,860,3,2
6042,4/17/2022,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Machines,TEC-MA-10001031,460,510,3,2
6043,10/21/2023,Standard Class,Consumer,United States,Sierra Vista,Arizona,85635,West,Furniture,Furnishings,FUR-FU-10002088,10,10,2,3
6044,8/1/2023,Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Chairs,FUR-CH-10001482,250,310,3,5
6045,4/8/2023,Second Class,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,OFF-PA-10001526,30,30,7,3
6046,7/6/2022,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,FUR-FU-10002937,200,240,3,4
6047,4/22/2022,Standard Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Furniture,Tables,FUR-TA-10001771,580,690,3,4
6048,2/6/2022,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10003305,20,20,9,3
6049,12/25/2023,Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,OFF-BI-10001359,1160,1350,5,2
6050,4/13/2022,First Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10000483,150,170,7,5
6051,6/6/2023,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Art,OFF-AR-10000658,60,60,5,2
6052,3/17/2022,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,OFF-AP-10001205,260,270,5,2
6053,10/1/2023,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002586,10,10,3,2
6054,2/19/2022,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Furnishings,FUR-FU-10004963,30,30,4,2
6055,8/3/2023,Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,OFF-BI-10002071,10,10,7,4
6056,12/31/2022,First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Binders,OFF-BI-10001617,0,0,1,5
6057,5/16/2022,First Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Paper,OFF-PA-10004665,70,80,8,2
6058,9/9/2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Envelopes,OFF-EN-10001990,10,10,2,3
6059,5/5/2023,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000587,40,40,5,4
6060,3/3/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10004859,30,30,2,3
6061,8/14/2022,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10001476,120,140,4,4
6062,5/5/2023,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,OFF-AR-10002804,10,10,3,4
6063,2/13/2022,Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Copiers,TEC-CO-10004202,1040,1200,5,5
6064,11/19/2022,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10001307,10,10,3,5
6065,11/22/2022,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10001667,20,20,3,2
6066,4/24/2022,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,OFF-LA-10001569,20,20,6,4
6067,1/31/2023,Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,OFF-SU-10000898,80,90,8,3
6068,5/12/2023,Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Chairs,FUR-CH-10000225,480,520,8,5
6069,12/18/2022,Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Furnishings,FUR-FU-10002191,10,10,1,2
6070,10/16/2023,Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Machines,TEC-MA-10003176,290,340,1,2
6071,1/7/2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,OFF-LA-10004093,20,20,3,2
6072,10/25/2023,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10000025,130,150,2,2
6073,1/17/2023,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,OFF-FA-10001561,0,0,2,4
6074,8/24/2022,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,OFF-SU-10001225,10,10,2,2
6075,7/15/2022,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10001718,140,150,3,3
6076,9/30/2022,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,OFF-ST-10002756,230,270,2,2
6077,8/19/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10001432,400,470,6,4
6078,6/20/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10003399,60,70,2,5
6079,12/30/2022,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,3
6080,2/26/2023,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10004864,180,190,3,4
6081,10/25/2023,First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001172,130,150,9,3
6082,8/3/2022,Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,FUR-FU-10002396,30,30,5,2
6083,6/17/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10004040,10,10,6,3
6084,4/23/2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,OFF-AR-10003481,20,20,9,3
6085,7/19/2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,TEC-AC-10000387,20,20,2,4
6086,1/10/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10000262,0,0,1,4
6087,1/15/2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003196,0,0,6,2
6088,1/25/2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10004351,20,30,3,5
6089,4/9/2022,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10001870,10,10,1,2
6090,5/18/2022,Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,OFF-BI-10002813,0,0,2,5
6091,8/15/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003846,220,270,3,4
6092,10/31/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002647,180,210,2,4
6093,11/11/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000807,30,40,9,4
6094,8/21/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001465,60,70,2,5
6095,7/15/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000615,40,50,4,2
6096,4/19/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002713,10,10,2,2
6097,4/6/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003061,60,80,1,2
6098,7/9/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000343,10,10,3,2
6099,12/22/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,OFF-FA-10000304,0,0,2,3
6100,8/26/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004086,2570,2890,11,4
6101,12/19/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002885,1140,1300,2,3
6102,2/25/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10001215,2140,2250,5,3
6103,10/5/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10000215,90,100,3,3
6104,9/13/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001998,50,60,3,2
6105,2/27/2022,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10002356,250,310,2,2
6106,3/6/2023,Standard Class,Corporate,United States,Miami,Florida,33178,South,Office Supplies,Art,OFF-AR-10002399,10,10,4,4
6107,3/12/2023,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,OFF-AP-10001563,20,20,2,2
6108,1/19/2023,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,TEC-AC-10004510,60,70,5,2
6109,10/30/2022,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,OFF-LA-10001982,10,10,2,5
6110,1/14/2023,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004141,0,0,3,2
6111,6/2/2023,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10004495,1180,1470,7,4
6112,11/11/2023,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,OFF-AP-10002311,100,110,2,4
6113,3/16/2023,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,OFF-FA-10000585,20,20,6,2
6114,12/9/2023,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10000454,1320,1540,9,3
6115,4/28/2022,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10003746,360,450,2,5
6116,12/25/2022,Standard Class,Corporate,United States,Redwood City,California,94061,West,Office Supplies,Binders,OFF-BI-10003291,40,40,6,4
6117,8/31/2023,Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002114,2170,2280,4,5
6118,9/19/2023,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10001569,10,10,3,4
6119,4/25/2023,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,TEC-PH-10001425,160,190,3,5
6120,4/23/2023,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10001915,20,20,3,4
6121,7/23/2023,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Furnishings,FUR-FU-10004864,330,410,8,3
6122,9/17/2022,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,FUR-BO-10001972,60,70,2,5
6123,3/5/2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10000532,50,60,2,2
6124,1/19/2023,Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,OFF-PA-10003883,20,20,4,4
6125,1/30/2023,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10003038,40,40,5,4
6126,3/21/2023,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10001593,10,10,2,3
6127,8/4/2022,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002049,0,0,1,3
6128,7/31/2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10003817,270,330,6,4
6129,1/8/2022,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002353,50,50,4,4
6130,3/6/2023,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,TEC-AC-10003116,40,50,3,2
6131,4/27/2023,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,OFF-FA-10003021,0,0,2,2
6132,4/22/2023,Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10004477,660,770,14,2
6133,3/25/2023,Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Paper,OFF-PA-10001033,140,160,5,5
6134,10/13/2023,First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10004152,140,160,2,3
6135,3/1/2022,Same Day,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,OFF-AR-10002135,160,190,4,4
6136,11/23/2022,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,TEC-AC-10000521,30,30,3,3
6137,12/25/2023,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,OFF-AP-10000026,60,70,6,2
6138,1/17/2023,Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10002986,30,30,6,5
6139,2/25/2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10001337,180,210,2,3
6140,11/8/2023,First Class,Consumer,United States,Santa Maria,California,93454,West,Office Supplies,Storage,OFF-ST-10000532,100,120,3,3
6141,1/17/2023,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,OFF-PA-10001497,230,270,5,4
6142,3/9/2023,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,OFF-ST-10002554,170,200,4,3
6143,1/10/2023,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,TEC-PH-10001336,210,260,2,2
6144,12/28/2022,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,OFF-AR-10002987,110,120,6,5
6145,3/4/2022,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10000575,20,20,3,2
6146,9/5/2023,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,OFF-AR-10003394,10,10,4,2
6147,8/23/2023,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003394,10,10,4,3
6148,4/16/2023,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001191,30,40,2,5
6149,4/25/2023,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003484,190,200,2,3
6150,11/22/2023,First Class,Corporate,United States,Long Beach,California,90805,West,Furniture,Chairs,FUR-CH-10003968,320,340,6,4
6151,11/9/2022,First Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Bookcases,FUR-BO-10001608,280,350,5,3
6152,12/23/2022,Second Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10004218,1030,1200,10,3
6153,8/15/2023,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10002485,80,90,4,4
6154,3/4/2022,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10001876,50,50,2,4
6155,9/5/2023,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10002370,40,50,3,5
6156,9/15/2022,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000142,290,330,1,4
6157,2/15/2022,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10004671,30,40,3,2
6158,9/9/2022,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,OFF-EN-10002504,60,80,3,4
6159,4/1/2023,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,TEC-AC-10004803,160,170,12,3
6160,4/6/2022,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10001932,650,770,4,4
6161,9/21/2023,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,TEC-PH-10004667,280,320,3,3
6162,7/18/2022,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Labels,OFF-LA-10000443,10,10,4,3
6163,10/28/2022,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,OFF-ST-10000918,30,30,3,5
6164,5/24/2022,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,OFF-BI-10001196,30,30,5,4
6165,1/23/2022,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10003981,0,0,3,5
6166,10/30/2022,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10002508,20,20,3,3
6167,5/15/2022,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,TEC-AC-10002647,160,170,2,5
6168,3/8/2023,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10002377,110,120,3,5
6169,5/31/2023,Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10004530,20,20,2,2
6170,4/20/2023,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10002986,10,10,2,3
6171,1/29/2023,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000948,30,30,3,5
6172,3/31/2023,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001545,0,0,2,5
6173,8/27/2023,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001758,20,30,5,5
6174,11/2/2022,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10003237,20,20,2,5
6175,1/11/2023,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10002011,710,840,2,3
6176,5/19/2023,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,FUR-CH-10000309,1420,1690,4,3
6177,5/28/2022,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10002444,80,90,7,2
6178,2/12/2022,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,OFF-EN-10001453,100,120,2,5
6179,2/23/2022,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10001801,20,20,4,2
6180,1/4/2022,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10000563,60,60,2,3
6181,9/15/2022,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,TEC-PH-10000369,510,630,5,3
6182,11/23/2023,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,TEC-PH-10002538,90,110,3,2
6183,9/20/2022,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,OFF-BI-10000050,10,10,2,5
6184,5/13/2023,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10004186,710,890,8,3
6185,6/14/2022,First Class,Home Office,United States,Portland,Oregon,97206,West,Furniture,Chairs,FUR-CH-10004218,380,400,5,5
6186,5/20/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,OFF-AR-10002952,100,110,10,4
6187,5/20/2022,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003058,60,70,3,5
6188,7/14/2022,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003963,20,30,6,2
6189,5/15/2023,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001955,110,120,6,4
6190,3/12/2023,Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Technology,Phones,TEC-PH-10004345,360,380,4,3
6191,8/13/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003192,750,800,9,5
6192,8/16/2022,Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10001325,30,30,3,2
6193,10/7/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000019,20,30,5,2
6194,10/18/2022,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003429,10,10,5,5
6195,1/18/2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10000176,70,80,5,3
6196,1/1/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10004165,300,330,2,3
